X,Y,H
5545128.2955,7422047.6707,195.884532
5545128.3225,7422047.6989,195.90591999999998
5545128.3011,7422047.6753,195.84549600000003
5545128.2825,7422047.6568,195.801892
5545128.2811,7422047.6471,195.81514800000002
5545128.2586,7422047.642,195.78897999999998
5545128.2753,7422047.6608,195.836856
5545128.275,7422047.6499,195.834412
5545128.261,7422047.6422,195.908372
5545128.2793,7422047.6423,195.8888
5545128.2716,7422047.6243,195.910932
5545128.2801,7422047.6411,195.890484
5545128.2895,7422047.6459,195.91377200000002
5545128.2938,7422047.6351,195.935572
5545128.2981,7422047.6482,195.934216
5545128.2985,7422047.6481,195.929256
5545128.3033,7422047.6506,195.901272
5545128.3159,7422047.6718,195.86012
5545128.3391,7422047.6827,195.64730400000002
5545128.303,7422047.6451,195.63926
5545128.3469,7422047.6946,195.753636
5545128.3723,7422047.7003,195.81782800000002
5545128.3228,7422047.6496,195.675376
5545128.3238,7422047.6837,195.71319599999998
5545128.3775,7422047.7934,195.653456
5545128.5699,7422048.0459,195.717592
5545128.8343,7422048.3703,195.661756
5545129.0928,7422048.6919,195.478472
5545129.3425,7422049.0043,195.156584
5545129.5898,7422049.3004,194.77953599999998
5545129.8206,7422049.5857,194.263128
5545130.0541,7422049.8639,193.107592
5545130.2718,7422050.1382,192.5330156952
5545130.489,7422050.366,192.277484
5545130.6945,7422050.5421,191.93385999999998
5545130.8878,7422050.604,191.76855969520003
5545131.0942,7422050.6129,191.55593969519998
5545131.3408,7422050.4955,191.349568
5545131.6467,7422050.333,191.237664
5545132.0264,7422050.207,191.0017556952
5545132.472,7422050.1637,190.943696
5545132.9499,7422050.3273,190.78369600000002
5545133.4351,7422050.5151,190.73418
5545133.922,7422050.6821,190.4991283048
5545134.4386,7422050.9611,190.2311123048
5545134.9601,7422051.1492,189.798284
5545135.5423,7422051.3272,189.391764
5545136.1529,7422051.5376,189.12043599999998
5545136.7718,7422051.5607,188.95499999999998
5545137.4744,7422051.6851,188.61676799999998
5545138.1709,7422051.7571,188.178064
5545138.9627,7422051.8427,187.903036
5545139.8101,7422051.9792,187.48117630480002
5545140.6234,7422051.9726,187.2922443048
5545141.5008,7422051.9704,186.71160769519997
5545142.3446,7422051.9002,186.3077806096
5545143.1403,7422051.6417,185.8690206096
5545143.9632,7422051.3992,185.4378756952
5545144.6594,7422051.0037,185.1244756952
5545145.437,7422050.5926,184.7371283048
5545146.1727,7422050.1848,184.443064
5545146.8191,7422049.6498,184.4234076952
5545147.5089,7422049.107,184.2111486096
5545148.1587,7422048.5567,184.04575630480002
5545148.8495,7422048.0266,184.4077923048
5545149.4893,7422047.4732,184.58916800000003
5545150.076,7422046.9209,184.5524923048
5545150.5991,7422046.3625,184.258264
5545151.0643,7422045.8145,184.2420846096
5545151.3576,7422045.2802,184.272968
5545151.5966,7422044.7615,184.1869283048
5545151.6452,7422044.2882,184.1083806096
5545151.5719,7422043.8584,184.0400206096
